"","id","title","artist","mood","mood.cod","tempo","tempo.cod","genre","genre.cod","artist_type","artist_type.cod","durationSeg","durationSeg.cod","chart_date","agnioChar_date.numero","anioNacimiento","anioNacimiento.numero","age","age.cod","top"
"616",615,"Rolling In The Deep","ADELE","Yearning",4,"Medium Tempo",1,"Pop",3,"Female",2,124,0,20110521,2011,"1988",1988,23,1,"1"
"617",616,"All Me","DRAKE featuring 2 CHAINZ & BIG SEAN","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,163,1,20140104,2014,"1986",1986,28,2,"0"
"618",617,"Get Me Some Of That","THOMAS RHETT","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,220,3,20140125,2014,"1990",1990,24,1,"0"
"619",618,"How I Feel","FLO RIDA","Excited",5,"Medium Tempo",1,"Urban",3,"Male",3,258,4,20140125,2014,"1979",1979,35,3,"0"
"620",619,"Slow Motion","TREY SONGZ","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,239,3,20150207,2015,"1984",1984,31,2,"0"
"621",620,"Heaven","JAKE WORTHINGTON","Empowering",6,"Slow Tempo",0,"Traditional",2,"Male",3,208,2,20140531,2014,"0",1982,32,3,"0"
"622",621,"California Gurls","KATY PERRY featuring SNOOP DOGG","Excited",5,"Medium Tempo",1,"Pop",3,"Mixed",1,235,3,20100619,2010,"1984",1984,26,1,"1"
"623",622,"Calm Down","BUSTA RHYMES featuring EMINEM","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,211,3,20140719,2014,"1972",1972,42,5,"0"
"624",623,"Like A G6","FAR*EAST MOVEMENT featuring CATARACS & DEV","Sensual",2,"Medium Tempo",1,"Urban",3,"Male",3,309,6,20101030,2010,"1981",1981,29,2,"1"
"625",624,"We Dem Boyz","WIZ KHALIFA","Energizing",6,"Medium Tempo",1,"Urban",3,"Male",3,238,3,20140503,2014,"1987",1987,27,2,"0"
"626",625,"Headlights","EMINEM featuring NATE RUESS","Defiant",3,"Medium Tempo",1,"Urban",3,"Male",3,284,5,20140329,2014,"1972",1972,42,5,"0"
"627",626,"Work Bitch","BRITNEY SPEARS","Defiant",3,"Medium Tempo",1,"Pop",3,"Female",2,255,4,20140118,2014,"1981",1981,33,3,"0"
"628",627,"I Gotta Feeling","THE BLACK EYED PEAS","Empowering",6,"Medium Tempo",1,"Urban",3,"Mixed",1,174,1,20090711,2009,"1977",1977,32,3,"1"
"629",628,"Mean To Me","BRETT ELDREDGE","Yearning",4,"Medium Tempo",1,"Traditional",2,"Male",3,659,6,20141122,2014,"1986",1986,28,2,"0"
"630",629,"Uma Thurman","FALL OUT BOY","Excited",5,"Fast Tempo",2,"Alternative & Punk",1,"Male",3,1300,6,20150131,2015,"1984",1984,31,2,"0"
"631",630,"The Blower's Daughter","MATT McANDREW","Romantic",2,"Medium Tempo",1,"Pop",3,"Male",3,881,6,20141220,2014,"1990",1990,24,1,"0"
"632",631,"First Love","JENNIFER LOPEZ","Peaceful",1,"Slow Tempo",0,"Pop",3,"Female",2,238,3,20140705,2014,"1970",1970,44,5,"0"
"633",632,"No One","ALICIA KEYS","Sophisticated",4,"Slow Tempo",0,"Urban",3,"Female",2,157,1,20071201,2007,"1981",1981,26,1,"1"
"634",633,"She Came To Give It To You","USHER featuring NICKI MINAJ","Energizing",6,"Medium Tempo",1,"Urban",3,"Mixed",1,209,2,20140913,2014,"1982",1982,32,3,"0"
"635",634,"Wasted Love","MATT McANDREW","Sentimental",4,"Slow Tempo",0,"Pop",3,"Male",3,226,3,20150103,2015,"1990",1990,25,1,"0"
